date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-07-15,8.4,1.7,14.8,,,322,5.9,,1023.7,
2020-07-16,11.2,4.4,15.4,,,14,6.5,,1020.9,
2020-07-17,11.6,8.3,16.5,,,4,12.7,,1016.6,
2020-07-18,14.4,9.4,17.1,0,,37,4.6,,1009.6,
2020-07-19,17.3,12,24.2,0.3,,29,3.7,,1008.6,
2020-07-20,17.3,13.6,24.2,0,,314,3.9,,1009.8,
2020-07-21,14.9,13.7,22.2,,,111,4.7,,1010.7,
2020-07-22,14.3,12.4,16.2,,,221,3.8,,1011.3,
2020-07-23,13.3,10.1,15.3,,,241,5.1,,1011.8,
2020-07-24,8.9,4.6,13.7,,10,235,9.3,,1015.3,
2020-07-25,8.3,3,14.1,,,250,5.5,,1019.2,
2020-07-26,11.8,4.1,18.1,,,311,9.4,,1017,
2020-07-27,11.5,7.7,18.4,,,232,10.7,,1016.6,
2020-07-28,7.5,2.5,15.1,,,212,7.8,,1024.9,
2020-07-29,7.5,0.3,15.2,,,330,3.6,,1028.1,
2020-07-30,9.7,3.1,15.5,,,339,10.2,,1026.1,
2020-07-31,11.7,8.7,15.6,,,1,5.8,,1023.5,
2020-08-01,13.3,6.3,19.3,,,15,5.8,,1020.1,
2020-08-02,19.4,11.6,24.4,,,7,9.4,,1019.6,
2020-08-03,16.8,12.1,24.4,,,39,7,,1022.1,
2020-08-04,20.2,14,25,,,356,8.8,,1019.7,
2020-08-05,21.6,16.5,26.1,,,339,9.8,,1014.4,
2020-08-06,17,10.6,26.1,,,114,14.2,,1024.1,
2020-08-07,11.4,10.4,17,8.4,10,63,10.4,,1025.3,
2020-08-08,14.7,10.2,19.7,,,37,7.1,,1020.8,
2020-08-09,14.7,13.2,19.7,,,77,5.3,,1014.2,
2020-08-10,15,13.2,17.9,,,198,10.9,,1010.4,
2020-08-11,10.1,3.9,18,,,210,7.7,,1020,
2020-08-12,9,2.4,16.3,,,298,4.9,,1017.3,
2020-08-13,11.7,6.2,19.2,,,279,7.7,,1013.4,
2020-08-14,13.4,7.2,19.6,,,327,7.2,,1010,
2020-08-15,12.5,5.5,19.6,,,209,11.4,,1012.2,
2020-08-16,11.4,4.3,19.3,,,276,8.3,,1013.1,
2020-08-17,12.6,4.3,19.3,,,14,6.7,,1013.7,
2020-08-18,15.5,9.5,21.2,,,247,9.5,,1009.9,
2020-08-19,9.6,5.1,21.4,,,164,11.9,,1023.6,
2020-08-20,7.4,2,13.6,,,205,6.5,,1031.9,
2020-08-21,10.8,4.2,18.2,,,269,6.1,,1029,
2020-08-22,12.5,7.5,18.4,,,312,10.5,,1025.8,
2020-08-23,14.6,9.9,19.6,,,355,12.4,,1019.4,
2020-08-24,17.7,12.1,23.7,,,2,10.7,,1013.8,
2020-08-25,18.4,15.1,23.7,,,56,11.1,,1009.3,
2020-08-26,18.3,16.3,21.5,,,90,9.4,,1008,
2020-08-27,15.1,10.6,21.4,,10,106,9.2,,1017,
2020-08-28,15.4,11.9,19.7,,,50,6.3,,1014.7,
2020-08-29,14.6,12.5,19.3,14,,118,8.3,,1015.2,
2020-08-30,9.1,2.5,15,1,,169,5.9,,1025.3,
2020-08-31,9.7,4.5,14.6,0,,103,6.9,,1030.3,
2020-09-01,9.3,6.4,14.4,,,76,12.5,,1033,
2020-09-02,10.6,9,11.6,42.9,20,85,17.7,,1018.4,
2020-09-03,10.3,7.8,13,,41,171,8,,1015.8,
2020-09-04,13.1,7.8,18.2,,,260,5.6,,1019,
2020-09-05,12.5,8,18.2,,,59,11.1,,1022.7,
2020-09-06,11.7,7.4,17,,,75,11.5,,1026.3,
2020-09-07,11.6,5.4,16.5,,,58,8.3,,1025.2,
2020-09-08,15,11.4,19.8,,,8,13,,1019.7,
2020-09-09,17.1,12.6,20.9,,,52,6.3,,1017.2,
2020-09-10,15.8,10.3,20.9,,,20,7.1,,1016,
2020-09-11,17.2,13.5,20.4,,,126,12.6,,1013.6,
2020-09-12,12.7,6.4,20.6,,,47,7,,1017.2,
2020-09-13,15.6,8.6,20.5,,,45,7.5,,1016.4,
2020-09-14,13.1,8,20.5,,,89,8.8,,1027.3,
2020-09-15,13.2,9.4,18,,,347,9,,1021.8,
2020-09-16,13.9,7.2,20.1,,,46,4.9,,1016.9,
2020-09-17,17.3,10.3,26.8,,,295,8.6,,1011.9,
2020-09-18,19.3,14.2,26.8,,,141,6.9,,1011.2,
2020-09-19,13.3,8.5,23.3,,,169,8.5,,1022.5,
2020-09-20,13.3,6,21,,,233,7.3,,1023.2,
2020-09-21,12.2,5.2,21.1,,,58,6.9,,1025.4,
2020-09-22,14.1,10,20,,,352,8.5,,1022.4,
2020-09-23,17.4,10.9,23.5,,,7,7.4,,1020.9,
2020-09-24,17.4,10.5,23.5,,,59,8.1,,1019.4,
2020-09-25,17.3,14.5,22.7,,,73,11.6,,1015.9,
2020-09-26,16.7,14.5,20,39.1,,58,9.2,,1008.1,
2020-09-27,15.8,13,20.5,0,10,221,8.5,,1006.5,
2020-09-28,15.6,7.4,23.5,,,214,7.3,,1012.5,
2020-09-29,18,12.5,23.5,,,336,13.4,,1010.9,
2020-09-30,21,15.4,26.7,,,355,10.3,,1006.5,
2020-10-01,18,13.4,26.8,,,132,10.8,,1009.7,
2020-10-02,13.1,8,22.6,,,100,16.8,,1021.7,
2020-10-03,9.6,5.3,17.2,,,84,14.8,,1030.6,
2020-10-04,12.5,8.1,16.3,,,52,15.6,,1023.2,
2020-10-05,14.2,10.6,18.2,,,152,8.4,,1016.4,
2020-10-06,14.7,9.4,20,,,347,5.1,,1016.1,
2020-10-07,18.7,10.5,26.3,,,247,6.4,,1014.9,
2020-10-08,17.2,13.2,26.4,,,11,8.3,,1016.8,
2020-10-09,18.2,11.8,24.5,,,218,8.9,,1014.8,
2020-10-10,16.3,9,24.9,,,9,10.3,,1015.6,
2020-10-11,17.5,13.6,21.6,0,,248,10.8,,1013.5,
2020-10-12,16.7,10.1,23,,,162,8.2,,1017,
2020-10-13,18.5,12.8,23.2,,,351,7.2,,1016.2,
2020-10-14,20.9,12.3,28.7,,,30,6,,1016,
2020-10-15,16.9,12.2,29.2,,,71,8.4,,1022.5,
2020-10-16,19.6,15.2,24.6,,,19,12.3,,1019.9,
2020-10-17,21.1,18,24.6,,,5,10.8,,1014.1,
2020-10-18,25.2,19.3,32,,,350,10.9,,1008,
2020-10-19,24.5,22.8,32,,,71,15,,1010.4,
2020-10-20,14.3,10.4,26.6,52.1,51,79,16.2,,1023.7,
2020-10-21,14.4,9.8,17.8,,,73,16.4,,1025.5,
2020-10-22,15.3,13.7,18.3,17.8,10,49,10.3,,1020.3,
2020-10-23,19.2,14.2,23.1,,10,80,5.9,,1015.2,
2020-10-24,20.6,17,26,,,74,7.5,,1013.1,
2020-10-25,20.3,18.1,26,,,19,8.4,,1008.1,
2020-10-26,18.8,14.9,22.5,,,117,11.7,,1012.8,
2020-10-27,17.3,10.9,23,,,45,6.8,,1009.8,
2020-10-28,15.9,12.5,23,,,144,9.1,,1011.1,
2020-10-29,14.2,10.8,21.7,0.8,,153,12.8,,1021,
2020-10-30,14.1,7.6,18.9,0,,58,8,,1027.1,
2020-10-31,16.8,9.8,22.6,,,34,6.4,,1025.8,
2020-11-01,19.4,15,24.2,,,29,8.9,,1022.6,
2020-11-02,20,14,24.6,,,26,8.9,,1019.4,
2020-11-03,19.7,16.6,24.6,,,36,12.1,,1020.1,
2020-11-04,19.5,15.4,24,,,20,16.2,,1022.1,
2020-11-05,19.9,14,25.1,,,3,15.3,,1019.7,
2020-11-06,21.2,17.5,25.7,,,29,10.4,,1018.7,
2020-11-07,22.3,18.9,26.2,,,51,8,,1020,
2020-11-08,21.8,18.4,26.4,,,47,10.7,,1019.7,
2020-11-09,20.2,18.5,26.5,,,48,8.8,,1018.6,
2020-11-10,20.7,17.4,24.7,,,61,10,,1017.1,
2020-11-11,21.3,18.2,25.2,,,32,12.7,,1017.3,
2020-11-12,21.1,17.9,25.6,,,36,9.3,,1016.1,
2020-11-13,22.1,19.2,26.6,,,26,9,,1013.1,
2020-11-14,22.2,19.3,26.6,,,50,4,,1010.3,
2020-11-15,21.1,15.5,26,0,,153,11.1,,1013.5,
2020-11-16,19.9,13.8,26.3,0,,59,6.8,,1014.6,
2020-11-17,23,14.8,27.7,,,347,8.2,,1013,
2020-11-18,22.3,18,27.7,,,111,9.5,,1013,
2020-11-19,20,14.8,26.7,,,81,7.8,,1018.7,
2020-11-20,20.6,17,25.6,,,39,12.2,,1017.9,
2020-11-21,22.5,18.2,27.5,,,13,9.1,,1016.2,
2020-11-22,24.1,19.2,29.6,,,10,9.6,,1017.2,
2020-11-23,25.2,19.5,32.5,,,7,12.2,,1013.1,
2020-11-24,26.6,21.9,32.6,,,23,14.7,,1009,
2020-11-25,22.9,19.8,31.8,,,339,6.3,,1009.2,
2020-11-26,21.9,17.5,27.7,,,135,13.1,,1015.2,
2020-11-27,22.9,17.5,29.8,,,19,9.3,,1015.7,
2020-11-28,23.4,19.4,30.2,,,329,12.8,,1011,
2020-11-29,24.4,17.6,33,,,185,9.5,,1011,
2020-11-30,18.6,12.2,33.3,,,81,10.6,,1019.7,
2020-12-01,21.4,16.1,28,,,13,8.9,,1014.1,
2020-12-02,23.4,19.5,28.5,,,336,6.7,,1008.1,
2020-12-03,22.4,16.8,29.1,23.9,,151,6.3,,1008.4,
2020-12-04,19.7,14.8,29.1,0,,148,18.3,,1020.3,
2020-12-05,17.2,11.5,22.1,,,73,7.9,,1025.7,
2020-12-06,19.1,15,24.3,,,35,8.8,,1022,
2020-12-07,21.6,17.5,26.1,,,18,9.7,,1018.2,
2020-12-08,23.1,19,27.6,,,7,9.2,,1016.1,
2020-12-09,25.8,18.6,32,,,356,7.2,,1014,
2020-12-10,29.1,23.5,35,,,331,13,,1007,
2020-12-11,25.6,16,35,,,210,13.2,,1006.4,
2020-12-12,23.2,14.8,30.4,,,355,8.8,,1007,
2020-12-13,21.6,14.5,30.4,18,,184,12.3,,1009.2,
2020-12-14,21.7,15.5,27.7,0,,306,16,,1009.4,
2020-12-15,21.1,18.3,27.8,,,83,9.8,,1010.8,
2020-12-16,21.5,16.8,27.8,,,15,9.9,,1015.3,
2020-12-17,24.9,19.6,31.5,,,2,8,,1012.2,
2020-12-18,26.8,20,33,,,353,7.9,,1005.7,
2020-12-19,24.2,20.1,33,,,277,14.7,,999.7,
2020-12-20,18.7,12.7,27.6,,,183,13,,1011,
2020-12-21,20.1,11.4,27.1,,,101,7,,1016.4,
2020-12-22,24.8,18,31.5,,,328,8.3,,1015,
2020-12-23,26.9,22.2,31.7,,,353,8.4,,1012.8,
2020-12-24,26.7,21.9,32.5,,,17,11.3,,1011.8,
2020-12-25,25.9,22.9,32.5,,,49,11.2,,1012.9,
2020-12-26,26.1,22.7,29.7,,,45,10.3,,1013.3,
2020-12-27,25.5,21.7,30.4,,,54,12.9,,1014.7,
2020-12-28,27.1,23.5,31.9,,,32,14,,1012.7,
2020-12-29,27.4,22.4,32.5,0.3,,14,7.8,,1007.4,
2020-12-30,24.6,19.1,32.4,0,,208,12,,1005.4,
2020-12-31,22,13.5,29.3,,,213,10.3,,1012.9,
2021-01-01,26.6,19.4,33.6,,,284,8.7,,1014.2,
2021-01-02,27.6,22.3,33.7,,,358,9.1,,1015,
2021-01-03,27.3,22.7,33.7,,,13,12.8,,1013.3,
2021-01-04,25.9,22.6,32.3,,,35,12.9,,1009.5,
2021-01-05,25.4,22.3,31,,,88,8.1,,1007.6,
2021-01-06,22.8,20.2,31.2,15,,281,9.4,,1007.1,
2021-01-07,25.2,18.6,33.9,0,,249,9.4,,1007.1,
2021-01-08,26.4,21.4,33.9,,,163,12.1,,1010.5,
2021-01-09,24.1,20.4,31.8,0.8,,21,9,,1011.8,
2021-01-10,26.8,22.2,32.9,0,,10,13.2,,1008.4,
2021-01-11,22.2,18.5,33.3,35.1,,260,10.3,,1007.1,
2021-01-12,21.2,15.6,24.9,19.1,,62,12.9,,1017.8,
2021-01-13,22.4,18.1,26.8,0,,35,11.1,,1020.8,
2021-01-14,23.2,18.6,28.5,,,28,18.6,,1018,
2021-01-15,22.4,20.6,28.6,,,17,14.2,,1009.4,
2021-01-16,24.2,19.6,31.5,7.1,,157,7.2,,1004.2,
2021-01-17,21.2,16,31.7,0,,182,14.2,,1009.3,
2021-01-18,23.1,14.3,29.9,0,,332,5.9,,1014.2,
2021-01-19,26.9,21.2,32.5,,,340,8,,1016.8,
2021-01-20,27.6,23.2,33.1,,,25,11.4,,1018,
2021-01-21,26.6,22.2,33.1,,,57,14.3,,1018.8,
2021-01-22,26.8,22.6,32.2,,,12,11.7,,1019.2,
2021-01-23,28.6,24,34,,,5,10.7,,1014.9,
2021-01-24,29,25.5,34.7,,,38,10.6,,1011.1,
2021-01-25,30.3,26,35.2,,,1,9.9,,1006.2,
2021-01-26,30,25.7,35.5,,,11,6.5,,1003,
2021-01-27,27.6,22.7,33.3,,,63,9,,1005.3,
2021-01-28,24.7,21.5,32.7,,,13,7.6,,1006.1,
2021-01-29,23.9,18.6,29.2,15,,320,6.1,,1005.2,
2021-01-30,21.1,16.5,29.4,0,,106,9.5,,1009.7,
2021-01-31,18.3,15.5,24.1,34,,109,11.6,,1015,
2021-02-01,20.3,17.4,23.6,0,,127,6.2,,1011.7,
2021-02-02,21.5,18.2,26.5,,,123,7.2,,1013.2,
2021-02-03,22.6,19.2,26.4,,,129,9.4,,1014.1,
2021-02-04,23,17.3,29,,,130,11.3,,1016.5,
2021-02-05,22.6,16.2,29.1,,,93,7.7,,1015.2,
2021-02-06,24.6,16.9,32.5,,,312,6,,1013.4,
2021-02-07,26.7,21,33.1,,,346,7.3,,1013.2,
2021-02-08,22.7,19.5,32.2,,,101,12.5,,1016.2,
2021-02-09,21.2,17,24.4,0,,113,14,,1019.4,
2021-02-10,19.7,18.8,25.5,,,117,17.8,,1018,
2021-02-11,21.7,20.5,23.4,,,108,13.7,,1013.9,
2021-02-12,21.8,19.4,24,,,84,13.1,,1012.3,
2021-02-13,24.9,19.6,27.9,,,20,7.1,,1009,
2021-02-14,23.6,19.9,28.6,,,337,5.3,,1006.1,
2021-02-15,22.8,18.5,28.6,2,,159,10.4,,1009,
2021-02-16,21.2,16.9,28.8,0,,207,11.7,,1009.3,
2021-02-17,22,18.1,26.6,,,166,7.7,,1008.8,
2021-02-18,24.4,16.9,31.9,,,335,3.9,,1008.4,
2021-02-19,24.7,21.6,31.9,,,248,13.9,,1011.3,
2021-02-20,24.7,15.9,26.2,,,145,10.6,,1016.1,
2021-02-21,28.3,18.2,30.3,,,9,11.4,,1013.4,
2021-02-22,24.3,18.9,30.5,,,33,9.8,,1010.3,
2021-02-23,23.1,17.9,27.6,,,46,6.1,,1013.6,
2021-02-24,24.1,17.4,31.5,,,278,4.3,,1014.5,
2021-02-25,25.2,18.2,32,,,338,4.6,,1014.3,
2021-02-26,27.3,23.2,32.5,,,8,8.4,,1014.5,
2021-02-27,26,22.4,31,,,22,14.2,,1018.2,
2021-02-28,25.9,22.6,29.9,,,15,18.6,,1016.5,
2021-03-01,26.1,22.9,29.8,,,25,10.5,,1013.5,
2021-03-02,26,23.5,30,,,55,7.8,,1013.5,
2021-03-03,26,23.4,29.9,,,33,9.9,,1015.3,
2021-03-04,25.7,23.5,29,,,42,7.1,,1012.6,
2021-03-05,22.7,19.5,29.2,,,125,15,,1012.5,
2021-03-06,20.7,14.1,26,,,86,5.4,,1013.4,
2021-03-07,23.2,16,28.9,,,4,5.8,,1012.1,
2021-03-08,26.2,21.1,32.6,,,341,5.1,,1013.4,
2021-03-09,21.1,15.1,33.5,,,77,9.1,,1016.6,
2021-03-10,23.7,18.9,29,,,20,8.4,,1012.4,
2021-03-11,25.8,21.5,31.2,,,286,7.1,,1011.3,
2021-03-12,24.4,20,31.2,,,83,8.2,,1014.1,
2021-03-13,23.7,18.4,29,,,27,7.5,,1016.2,
2021-03-14,24.7,19.3,29.8,,,16,6.8,,1017.2,
2021-03-15,24.4,21.2,30.5,,,347,7.6,,1015.2,
2021-03-16,22.6,21.5,27,,,331,9.1,,1008.3,
2021-03-17,19.3,15,23.7,1.5,,161,14.3,,1012.2,
2021-03-18,16.2,10.5,20.8,,,126,6,,1019.3,
2021-03-19,18.5,12.7,24,,,21,9.4,,1016.4,
2021-03-20,19.6,17.2,24.2,17.5,,112,6.7,,1013.3,
2021-03-21,19.3,16,24.5,,,114,5.5,,1019.6,
2021-03-22,19.3,13.6,24.4,,,60,4.7,,1020.8,
2021-03-23,20.7,15.7,25.7,,,8,4.5,,1017.4,
2021-03-24,23.2,19.8,27.4,,,352,7.6,,1015.8,
2021-03-25,21.3,20.2,27.4,64,,18,8.5,,1011.8,
2021-03-26,21.2,18.8,23.7,,,20,4.4,,1010.1,
2021-03-27,20.6,18.6,24.2,,,222,4,,1011.2,
2021-03-28,20.4,16.8,24.7,,,350,2.6,,1012.1,
2021-03-29,20.2,17,24.7,,,148,6.9,,1016,
2021-03-30,19.2,13.1,24,,,83,5.9,,1018.6,
2021-03-31,19.9,15.2,24,,,40,7.1,,1018.7,
2021-04-01,21,19.2,24.2,,,38,8.3,,1018.7,
2021-04-02,21.2,18.7,24.6,,,29,7.5,,1019.9,
2021-04-03,22,19.2,25.7,,,19,9.3,,1019.5,
2021-04-04,22.3,19.5,26.6,,,35,6.8,,1017.4,
2021-04-05,24.1,21.2,28.5,,,32,6.9,,1015,
2021-04-06,24.3,20.7,29,,,35,6,,1016.4,
2021-04-07,25.5,22,29.4,,,351,10.5,,1015.5,
2021-04-08,24.4,21.4,29.4,,,1,9.1,,1011.8,
2021-04-09,21.5,20.5,26.2,32,,0,3.5,,1012.8,
2021-04-10,21.3,20.6,23.4,0,,56,7.7,,1009.5,
2021-04-11,19.4,15,21.7,,20,197,10.8,,1010.9,
2021-04-12,18.4,12.2,25.8,,,289,3.7,,1019.6,
2021-04-13,19,12,25.8,,,307,3.3,,1021.4,
2021-04-14,18.9,14,25.8,,,8,6.1,,1017.5,
2021-04-15,20.6,16.2,26.1,,,9,2.3,,1013.8,
2021-04-16,20.7,16.4,26.3,,,7,3.6,,1014.6,
2021-04-17,20.7,16.2,26.3,,,26,4.2,,1017.2,
2021-04-18,20.2,17.6,25.7,,,5,8.3,,1018.8,
2021-04-19,21.4,17.8,24.8,,,3,12.7,,1019.9,
2021-04-20,21.6,18.3,25.1,,,19,12.1,,1019.9,
2021-04-21,21.8,19,25.5,,,17,18.6,,1017.4,
2021-04-22,21.7,19,25.4,,,2,13.4,,1014.9,
2021-04-23,22,17.3,27,,,5,11,,1013.6,
2021-04-24,18.2,15.3,27.3,,20,174,7.1,,1014.9,
2021-04-25,16.2,10.8,22.8,,,164,6.5,,1019.3,
2021-04-26,16,11.2,21.2,,,41,2.5,,1020.2,
2021-04-27,16.3,11.7,22.2,,,322,4.2,,1019.8,
2021-04-28,17.9,11.7,24.2,,,289,4.7,,1021.2,
2021-04-29,18.8,12.2,24.5,,,292,5.6,,1022.5,
2021-04-30,19.2,14.6,24.4,,,334,8.6,,1019.6,
2021-05-01,20,16.5,25.7,,,353,6.3,,1016.3,
2021-05-02,21,15.6,26.7,,,355,6.7,,1013.6,
2021-05-03,21.5,18.8,26.7,,,310,7.5,,1009.7,
2021-05-04,14.9,10.2,23,,20,145,12,,1021.9,
2021-05-05,12.2,7.7,17,,,151,9.2,,1026.6,
2021-05-06,11.6,6,18.7,,,218,5.1,,1025.6,
2021-05-07,11.4,5,19.1,,,28,3.9,,1026.2,
2021-05-08,14.8,8.8,18.2,,,7,9.2,,1026.5,
2021-05-09,15.4,12.6,18.5,,,22,4.7,,1022.5,
2021-05-10,14.3,12,18.7,,,165,6.7,,1022.3,
2021-05-11,11.7,5,18.8,,,194,4.5,,1023.9,
2021-05-12,12.7,5.5,20,,,313,4.9,,1021.5,
2021-05-13,13.8,8.7,20.6,,,285,5.8,,1021.3,
2021-05-14,13.4,8.7,21,,,333,4.2,,1021.4,
2021-05-15,12.5,5.7,20.9,,,355,2.3,,1020.3,
2021-05-16,12.9,8.2,20.2,,,348,2.4,,1019.7,
2021-05-17,12.4,7.2,19.5,,,85,3.2,,1021.5,
2021-05-18,11.1,6,18.8,,,25,4,,1020.8,
2021-05-19,12.9,8.9,17.2,,,47,8.4,,1017.7,
2021-05-20,15.2,12.5,17.2,,,52,8.6,,1015.2,
2021-05-21,14.6,13.5,17.4,0,,64,15.6,,1011,
2021-05-22,13.8,12.8,14.8,70.1,71,173,11,,997.4,
2021-05-23,12.9,11.1,15,,,195,20,,1009.5,
2021-05-24,12.9,7.6,18.7,,,261,9.7,,1014,
2021-05-25,13.3,8.5,19.7,,,236,5.7,,1016.2,
2021-05-26,13.3,6.6,21,,,293,6.8,,1016,
2021-05-27,16.8,11.1,23,,,278,8.4,,1009.9,
2021-05-28,16.9,13.3,23,,,240,8.5,,1003,
2021-05-29,12.3,6.9,21.6,,,203,8.3,,1014.2,
2021-05-30,10.4,5.1,16.5,,,267,4,,1019.7,
2021-05-31,15.2,10.5,20.8,,,264,8,,1014.9,
2021-06-01,16.3,12.6,21,,,287,11.3,,1009.4,
2021-06-02,14.7,11.6,18.3,,,204,8.6,,1014,
2021-06-03,13.5,7.1,19.8,,,339,8.1,,1014.8,
2021-06-04,17.3,15.5,19.9,,,328,5,,1009.9,
2021-06-05,14.7,12,19.9,,,150,8.1,,1014.4,
2021-06-06,10.7,3.9,16.6,,,80,5.9,,1022.2,
2021-06-07,12.9,10.6,15.8,,,27,7.8,,1021.7,
2021-06-08,15.5,13.4,18.5,,,26,8,,1019.9,
2021-06-09,16.5,13.8,18.5,0.8,,14,5.1,,1018.1,
2021-06-10,15.7,12,20.6,,,210,7.8,,1018.9,
2021-06-11,11.4,4.5,20.6,,,270,6.3,,1020.6,
2021-06-12,16.1,10.6,23.4,,,281,7,,1015.8,
2021-06-13,17.3,11.6,23.9,,,322,11.7,,1016.3,
2021-06-14,14.9,11.8,23,,,204,8.9,,1019.9,
2021-06-15,9.4,4.5,17.5,,,161,7.8,,1028.5,
2021-06-16,7.3,4.5,13.1,,,140,7,,1030.5,
2021-06-17,7.2,3.6,11.4,,,145,6.3,,1030.2,
2021-06-18,6.3,1.9,11.7,,,81,4.4,,1029,
2021-06-19,7.1,2.5,13.2,,,95,3.9,,1027.4,
2021-06-20,7.9,3.1,13.5,,,31,3.4,,1024,
2021-06-21,10.1,3.1,13.6,,,29,5.3,,1023.1,
2021-06-22,13.3,11.7,15.2,,,16,7.2,,1022.8,
2021-06-23,14,12.7,16,,,9,9,,1015.5,
2021-06-24,13.8,11.7,17.5,,,177,8.2,,1009.8,
2021-06-25,12,7.2,18.2,,,315,5.1,,1014.7,
2021-06-26,11.3,7.2,18.2,,,126,12,,1015.1,
2021-06-27,6.9,5.2,14.7,1,,205,11.9,,1019.2,
2021-06-28,7.6,5.7,9.2,,,219,12.4,,1021.7,
2021-06-29,8,5.7,9.7,0,,198,10.1,,1026.1,
2021-06-30,7.5,3.8,10.7,,,308,8.4,,1026.7,
2021-07-01,9.2,6.5,12.5,,,343,9.3,,1022.3,
2021-07-02,10,6.7,15,,,270,7.7,,1020.8,
2021-07-03,10.9,3.6,19.9,,,274,5.7,,1023.7,
2021-07-04,10.9,4.1,19.9,,,307,4.6,,1023.3,
2021-07-05,10.7,4.7,17.6,,,29,3.9,,1024.3,
2021-07-06,11.2,5.4,17.5,,,14,8.8,,1020.1,
2021-07-07,15.2,12.3,18,,,9,5.9,,1017.1,
2021-07-08,15.5,10.2,21,,,5,6.8,,1017.2,
2021-07-09,18.9,14.8,23.4,,,343,9.1,,1014.2,
2021-07-10,16.8,9.8,23.4,,,234,8.9,,1016.5,
2021-07-11,10.6,4,17.2,,,340,4.5,,1018.5,
2021-07-12,15.3,12.8,18.2,,,16,4.8,,1013.2,
2021-07-13,13.9,10.2,18.2,0,,101,7.4,,1017.2,
2021-07-14,11.1,9.3,15.5,0,,84,10.3,,1018.7,
2021-07-15,11.9,9.4,16.7,,,187,4.6,,1018.8,
2021-07-16,10.4,4.8,16.7,0,,313,6.3,,1016.4,
2021-07-17,10.2,6.3,16.1,,,214,11.3,,1018.1,
2021-07-18,8.7,5,14,,,198,18.9,,1023.4,
2021-07-19,7.7,2.4,14,,,227,4.6,,1025.9,
2021-07-20,11,5.7,18.3,,,273,9.5,,1021.3,
2021-07-21,12.5,6.7,18.3,,,313,8.2,,1021.7,
2021-07-22,14.1,8.7,18.3,,,338,8.3,,1021.9,
2021-07-23,16.9,12.5,24.4,,,342,6.5,,1016.2,
2021-07-24,15,12.7,24.5,,,79,10.1,,1013.6,
2021-07-25,15.3,12.8,17.2,,,165,12.6,,1008.4,
2021-07-26,12.1,7.6,17.3,0,,159,5.8,,1016.8,
2021-07-27,8.2,4,16.5,,,200,17.8,,1021,
2021-07-28,7.9,3.8,11.8,,,190,15.2,,1025.4,
2021-07-29,8.1,2.1,14.4,,,271,5.6,,1027.5,
2021-07-30,11.1,6.4,17.1,,,299,12.8,,1025.5,
2021-07-31,11.2,5.3,18.1,,,333,5.6,,1027.8,
2021-08-01,10.1,4.2,18.3,,,35,3,,1031.7,
2021-08-02,10.3,5.6,17.9,,,15,4.3,,1030.3,
2021-08-03,12,8.2,17.6,,,322,5.1,,1028.7,
2021-08-04,11.3,6,18.4,,,1,5.6,,1029.7,
2021-08-05,11.5,9,17.3,,,346,8,,1026.5,
2021-08-06,16,10.2,21.5,,,356,9.6,,1020.4,
2021-08-07,19.1,15.3,24.8,,,335,8.1,,1014.1,
2021-08-08,13.6,8.3,24.8,,,102,14.1,,1017.7,
2021-08-09,8.4,6.5,13.2,45,,116,14.2,,1024.2,
2021-08-10,6.9,2.8,11,,,179,9,,1026.5,
2021-08-11,8.5,2.8,16.5,,,241,7.8,,1028.2,
2021-08-12,8.6,3.2,16.5,,,73,6.8,,1030.4,
2021-08-13,9.8,5,13.7,,,49,5.3,,1028.5,
2021-08-14,11.6,6.8,18,,,33,4.1,,1023.2,
2021-08-15,10.8,6.4,18.7,,,16,4.3,,1019.9,
2021-08-16,13.5,9.2,17.7,,,21,6.6,,1014.4,
2021-08-17,15.7,10.8,21.6,,,12,5.7,,1013.3,
2021-08-18,14.9,10.8,21.7,,,69,6.4,,1009.1,
2021-08-19,14.8,12.1,18.7,,,96,11,,1005.4,
2021-08-20,15,10.9,20.4,,,187,10.4,,1015.6,
2021-08-21,13.1,7.6,20.6,,,53,8.3,,1014.7,
2021-08-22,16.3,11,21.7,,,187,8.2,,1007.7,
2021-08-23,12,6.2,21.7,,,169,4.9,,1014.4,
2021-08-24,11.1,5.7,17.4,,,99,5.1,,1015.8,
2021-08-25,11.7,6.6,17.6,,,81,5.4,,1015.3,
2021-08-26,14.4,7.5,21.3,,,311,9.1,,1015.2,
2021-08-27,13.3,7,21.4,,,161,4.9,,1020.3,
2021-08-28,14.9,11.2,19.9,,,0,8.2,,1022.5,
2021-08-29,14.9,8.4,21.8,,,12,5.9,,1023.8,
2021-08-30,18.2,14,24.4,,,22,10.7,,1018.5,
2021-08-31,22.2,18.5,28.1,,,349,11,,1015,
2021-09-01,19.3,15.6,28.5,,,64,14.2,,1015,
2021-09-02,14.9,12.7,19.5,29,,108,9.5,,1018.1,
2021-09-03,14.8,13,17.6,,,74,10.7,,1019.7,
2021-09-04,14.2,11.9,17.8,0,,59,9.6,,1016.2,
2021-09-05,14.2,11.8,17.7,,,89,11,,1018.2,
2021-09-06,14.7,12.6,17.9,0,,44,18.3,,1018.5,
2021-09-07,15.3,14,17.8,7.9,,59,16.4,,1013.2,
2021-09-08,15.4,14.6,16.1,,,27,7.8,,1006,
2021-09-09,13.9,13,16.1,45,,187,17.1,,1005.3,
